hospital_id,hospital_name,city,country,email,website,phone,doctor_count,fallback_portrait_count,slug,intake_url
978,"Cachar Cancer Hospital and Research Centre","Unknown","India","","https://cacharcancerhospital.org/","",0,0,cachar-cancer-hospital-and-research-centre,https://medcasts.com/hospital-portal/portraits?hospital=cachar-cancer-hospital-and-research-centre
312,"Dr. Ram Manohar Lohia Institute of Medical Sciences","Unknown","India","","http://drrmlims.ac.in","",0,0,dr-ram-manohar-lohia-institute-of-medical-sciences,https://medcasts.com/hospital-portal/portraits?hospital=dr-ram-manohar-lohia-institute-of-medical-sciences
5529,"Koya's Hospital","Kozhikode","India","info.koyas@gmail.com","https://www.koyashospital.com/","+91-4952483805",0,0,koya-s-hospital,https://medcasts.com/hospital-portal/portraits?hospital=koya-s-hospital
8397,"SRH Gesundheitszentrum Bad Herrenalb","Bad Herrenalb","Germany","","https://www.gesundheitszentren-nordschwarzwald.de/gesundheitszentren/unsere-drei-gesundheitszentren/srh-gesundheitszentrum-bad-herrenalb/","",0,0,srh-gesundheitszentrum-bad-herrenalb,https://medcasts.com/hospital-portal/portraits?hospital=srh-gesundheitszentrum-bad-herrenalb
5169,"Gleneagles Kota Kinabalu Hospital","Kota Kinabalu","Malaysia","","http://gleneagleskk.com.my/","",0,0,gleneagles-kota-kinabalu-hospital,https://medcasts.com/hospital-portal/portraits?hospital=gleneagles-kota-kinabalu-hospital
5532,"Ozone Dental Care","Calicut","India","","http://www.ozonedentalcare.in","",0,0,ozone-dental-care,https://medcasts.com/hospital-portal/portraits?hospital=ozone-dental-care
8401,"Vital Klinik","Alzenau","Germany","","https://www.vital-klinik.de","+49 6023 50590",0,0,vital-klinik,https://medcasts.com/hospital-portal/portraits?hospital=vital-klinik
5426,"Dr Kasbekar Sterling Hospital","Navi Mumbai","India","","http://www.navimumbai.wockhardthospitals.com","02266804444",0,0,dr-kasbekar-sterling-hospital,https://medcasts.com/hospital-portal/portraits?hospital=dr-kasbekar-sterling-hospital
8405,"Krankenhaus Winsen","Winsen (Luhe)","Germany","","https://www.krankenhaus-winsen.de/","",0,0,krankenhaus-winsen,https://medcasts.com/hospital-portal/portraits?hospital=krankenhaus-winsen
5177,"Columbia Asia Hospital Iskandar Puteri","Iskandar Puteri","Malaysia","","https://www.columbiaasia.com/malaysia/hospitals/iskandar-puteri/overview","",0,0,columbia-asia-hospital-iskandar-puteri,https://medcasts.com/hospital-portal/portraits?hospital=columbia-asia-hospital-iskandar-puteri
192,"Desun Hospital","Kolkata","India","","https://www.desunhospital.com/","",0,0,desun-hospital,https://medcasts.com/hospital-portal/portraits?hospital=desun-hospital
8407,"Haus Klein Linde","Groß Pankow (Prignitz)","Germany","","https://www.suchthilfe-brandenburg.de/","",0,0,haus-klein-linde,https://medcasts.com/hospital-portal/portraits?hospital=haus-klein-linde
8421,"Klinikum Nürnberg Süd","Nürnberg","Germany","","https://www.klinikum-nuernberg.de/","+49 911 3980",0,0,klinikum-nurnberg-sud,https://medcasts.com/hospital-portal/portraits?hospital=klinikum-nurnberg-sud
8423,"Sonnenberg Klinik","Stuttgart","Germany","","https://www.sonnenbergklinik.de/","",0,0,sonnenberg-klinik,https://medcasts.com/hospital-portal/portraits?hospital=sonnenberg-klinik
8422,"GFO-Kliniken Mettmann-Süd","Hilden","Germany","","https://kliniken-mettmann-sued.gfo-online.de/","+49 2103 8 99-0",0,0,gfo-kliniken-mettmann-sud,https://medcasts.com/hospital-portal/portraits?hospital=gfo-kliniken-mettmann-sud
5428,"Vasan Eye Care Hospital, Nagarabhavi","Bengaluru","India","","http://www.vasaneye.in/","",0,0,vasan-eye-care-hospital-nagarabhavi,https://medcasts.com/hospital-portal/portraits?hospital=vasan-eye-care-hospital-nagarabhavi
5544,"Life Care Hospital","bangaluru","India","","https://lifecarehosp.com/","+91-80 2684 6677",0,0,life-care-hospital,https://medcasts.com/hospital-portal/portraits?hospital=life-care-hospital
8430,"Hans-Susemihl-Krankenhaus","Emden","Germany","info@klinikum-emden.de","https://www.anevita.de/kliniken/klinik-emden","+49 4921 98 0",0,0,hans-susemihl-krankenhaus,https://medcasts.com/hospital-portal/portraits?hospital=hans-susemihl-krankenhaus
8434,"Psychiatrisches Zentrum für den Rheingau-Taunus-Kreis und Wiesbaden","Eltville am Rhein","Germany","","https://www.vitos.de/gesellschaften/vitos-rheingau/","+49 6123 6020",0,0,psychiatrisches-zentrum-fur-den-rheingau-taunus-kreis-und-wiesbaden,https://medcasts.com/hospital-portal/portraits?hospital=psychiatrisches-zentrum-fur-den-rheingau-taunus-kreis-und-wiesbaden
5429,"DG Hospital","Bengaluru","India","","http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf","",0,0,dg-hospital,https://medcasts.com/hospital-portal/portraits?hospital=dg-hospital
8432,"EUREGIO-KLINIK","Nordhorn","Germany","info@euregio-klinik.de","https://www.euregio-klinik.de/","+49 5921 84 0",0,0,euregio-klinik,https://medcasts.com/hospital-portal/portraits?hospital=euregio-klinik
4653,"Alb Fils Hospital","Geislingen","Germany","","http://www.alb-fils-kliniken.de/","",0,0,alb-fils-hospital,https://medcasts.com/hospital-portal/portraits?hospital=alb-fils-hospital
5430,"Vasan Eye Care Hospital, Koramangala","Bengaluru","India","","http://www.vasaneye.in/","",0,0,vasan-eye-care-hospital-koramangala,https://medcasts.com/hospital-portal/portraits?hospital=vasan-eye-care-hospital-koramangala
4663,"St. Elisabeth-Krankenhaus Volkmarsen","Volkmarsen","Germany","","http://www.elisabeth-krankenhaus-volkmarsen.de/","",0,0,st-elisabeth-krankenhaus-volkmarsen,https://medcasts.com/hospital-portal/portraits?hospital=st-elisabeth-krankenhaus-volkmarsen
4354,"Psychiatrische Klinik Uelzen","Uelzen","Germany","info@pk-uelzen.de","https://www.bruecke-uelzen.de/","+49 581 3895 0",0,0,psychiatrische-klinik-uelzen,https://medcasts.com/hospital-portal/portraits?hospital=psychiatrische-klinik-uelzen
5434,"Omni Hospital","Hyderabad","India","","https://omnihospitals.in/","040 49871690;040 67369999",0,0,omni-hospital,https://medcasts.com/hospital-portal/portraits?hospital=omni-hospital
8441,"Hegau-Jugendwerk Gailingen","Gailingen am Hochrhein","Germany","","https://www.hegau-jugendwerk.de/","",0,0,hegau-jugendwerk-gailingen,https://medcasts.com/hospital-portal/portraits?hospital=hegau-jugendwerk-gailingen
4062,"Vulpius Klinik","Bad Rappenau","Germany","info@vulpiusklinik.de","https://www.vulpiusklinik.de/","+49 7264 600",0,0,vulpius-klinik,https://medcasts.com/hospital-portal/portraits?hospital=vulpius-klinik
5572,"Diavista Diabetes & Multispeciality Hospital","Banglore","India","","diavista.co.in","080 4096 9392",0,0,diavista-diabetes-multispeciality-hospital,https://medcasts.com/hospital-portal/portraits?hospital=diavista-diabetes-multispeciality-hospital
175,"Sir H. N. Reliance Foundation Hospital","Mumbai","India","","http://www.rfhospital.org/","",0,0,sir-h-n-reliance-foundation-hospital,https://medcasts.com/hospital-portal/portraits?hospital=sir-h-n-reliance-foundation-hospital
228,"Vidyasagar Institute of Mental Health and Neuro Sciences","New Delhi","India","","http://www.vimhans.com","",0,0,vidyasagar-institute-of-mental-health-and-neuro-sciences,https://medcasts.com/hospital-portal/portraits?hospital=vidyasagar-institute-of-mental-health-and-neuro-sciences
5412,"Mar Kavukatt Memorial Hospital, Anthinad","Meenachil","India","","https://mkmhospital.com/","+91-4822248927",0,0,mar-kavukatt-memorial-hospital-anthinad,https://medcasts.com/hospital-portal/portraits?hospital=mar-kavukatt-memorial-hospital-anthinad
5436,"Dhanvantri Jeevan Rekha Limited","Meerut","India","","djrl.org.in","",0,0,dhanvantri-jeevan-rekha-limited,https://medcasts.com/hospital-portal/portraits?hospital=dhanvantri-jeevan-rekha-limited
5578,"Pristine Hospital","Bangalore","India","","pristinehospitals.com","+9180 4135 4444",0,0,pristine-hospital,https://medcasts.com/hospital-portal/portraits?hospital=pristine-hospital
8445,"Agaplesion Diakonieklinikum Hamburg","Hamburg","Germany","info@d-k-h.de","https://www.d-k-h.de","+49 40 790200",0,0,agaplesion-diakonieklinikum-hamburg,https://medcasts.com/hospital-portal/portraits?hospital=agaplesion-diakonieklinikum-hamburg
8444,"Klinik für Manuelle Therapie","Hamm","Germany","","https://www.kmt-hamm.de/","+49 2381 9860",0,0,klinik-fur-manuelle-therapie,https://medcasts.com/hospital-portal/portraits?hospital=klinik-fur-manuelle-therapie
8448,"Hochtaunus-Kliniken Bad Homburg","Bad Homburg","Germany","","https://www.hochtaunus-kliniken.de/","",0,0,hochtaunus-kliniken-bad-homburg,https://medcasts.com/hospital-portal/portraits?hospital=hochtaunus-kliniken-bad-homburg
8453,"Akut-Klinik Am schönen Moos","Bad Saulgau","Germany","","https://www.akutklinik-badsaulgau.de/","",0,0,akut-klinik-am-schonen-moos,https://medcasts.com/hospital-portal/portraits?hospital=akut-klinik-am-schonen-moos
8454,"KIRINUS PsoriSol Klinik","Hersbruck","Germany","psorisolklinik@kirinus.de","https://www.kirinus.de/psorisol-klinik","+49 9151 729-0",0,0,kirinus-psorisol-klinik,https://medcasts.com/hospital-portal/portraits?hospital=kirinus-psorisol-klinik
8456,"Evangelisches Bathildiskrankenhaus","Bad Pyrmont","Germany","","https://www.bathildis.de/","",0,0,evangelisches-bathildiskrankenhaus,https://medcasts.com/hospital-portal/portraits?hospital=evangelisches-bathildiskrankenhaus
8457,"Krankenhaus Schleiden","Schleiden","Germany","","https://www.kkhm.de/einrichtungen/krankenhaus-schleiden/uebersicht","+49 2445 870",0,0,krankenhaus-schleiden,https://medcasts.com/hospital-portal/portraits?hospital=krankenhaus-schleiden
8452,"Marienkrankenhaus Schützenstraße","Schwerte","Germany","","https://www.marien-kh.de/","",0,0,marienkrankenhaus-schutzenstra-e,https://medcasts.com/hospital-portal/portraits?hospital=marienkrankenhaus-schutzenstra-e
5228,"Hospital Jasin","Jasin","Malaysia","","http://hjasin.moh.gov.my/v3/index.php/en/","",0,0,hospital-jasin,https://medcasts.com/hospital-portal/portraits?hospital=hospital-jasin
3692,"Vivantes Klinikum Kaulsdorf","Berlin","Germany","","http://www.vivantes.de/fuer-sie-vor-ort/details/action/custompage/einrichtung/vivantes-klinikum-hellersdorf/seite/willkommen-5/","",0,0,vivantes-klinikum-kaulsdorf,https://medcasts.com/hospital-portal/portraits?hospital=vivantes-klinikum-kaulsdorf
8463,"Städtisches Klinikum","Karlsruhe","Germany","","https://www.klinikum-karlsruhe.de/","+49 721 974-0",0,0,stadtisches-klinikum,https://medcasts.com/hospital-portal/portraits?hospital=stadtisches-klinikum
8461,"Medizinische Hochschule Hannover","Hannover","Germany","","https://www.mhh.de","+49 511 532-0",0,0,medizinische-hochschule-hannover,https://medcasts.com/hospital-portal/portraits?hospital=medizinische-hochschule-hannover
8464,"St. Marienhospital Vechta","Vechta","Germany","info@marienhospital-vechta.de","https://www.marienhospital-vechta.de/","+49 4441 99 0",0,0,st-marienhospital-vechta,https://medcasts.com/hospital-portal/portraits?hospital=st-marienhospital-vechta
5420,"Rajan Eye Care Hospital","Chennai","India","rajaneye@vsnl.com","https://rajaneyecare.com/","2834 0500/0300",0,0,rajan-eye-care-hospital,https://medcasts.com/hospital-portal/portraits?hospital=rajan-eye-care-hospital
6419,"Zenith Super Specialist Hospital","Baranagar","India","info@zenithhospital.in","https://www.zenithhospital.in/","03325444391;25444391",0,0,zenith-super-specialist-hospital,https://medcasts.com/hospital-portal/portraits?hospital=zenith-super-specialist-hospital
6443,"Dhami Eye Care Hospital","Ludhiana","India","dhamieyehospital@gmail.com","https://dhamieyehospital.com/","",0,0,dhami-eye-care-hospital,https://medcasts.com/hospital-portal/portraits?hospital=dhami-eye-care-hospital
4635,"Europäische Bibliothek für Homöopathie","Köthen","Germany","","http://www.hombib-dzvhae.de/hombib-portraet-der-bibliotheken/bibliothek-koethen-28ebh29/bib-koethen.html","",0,0,europaische-bibliothek-fur-homoopathie,https://medcasts.com/hospital-portal/portraits?hospital=europaische-bibliothek-fur-homoopathie
8466,"Ammerland-Klinik","Westerstede","Germany","","https://www.ammerland-klinik.de","+49 4488 500",0,0,ammerland-klinik,https://medcasts.com/hospital-portal/portraits?hospital=ammerland-klinik
8468,"Vitos Klinik Herborn","Herborn","Germany","info@vitos-herborn.de","https://vitos.de/gesellschaften/vitos-herborn","+49 2772 5040",0,0,vitos-klinik-herborn,https://medcasts.com/hospital-portal/portraits?hospital=vitos-klinik-herborn
8467,"St.-Elisabeth Krankenhaus Dortmund-Kurl","Dortmund","Germany","","https://www.elisabeth-dortmund.de/","",0,0,st-elisabeth-krankenhaus-dortmund-kurl,https://medcasts.com/hospital-portal/portraits?hospital=st-elisabeth-krankenhaus-dortmund-kurl
233,"Lok Nayak Hospital","New Delhi","India","","http://delhi.gov.in/wps/wcm/connect/doit_lnjp/LNJP/home","",0,0,lok-nayak-hospital,https://medcasts.com/hospital-portal/portraits?hospital=lok-nayak-hospital
5614,"Relief Hospital And Trauma Centre (Joint Replacement Centre) Bypass Road Kondotty","Kondotty","India","reliefhospitalkondotty@gmail.com","http://wwe.reliefhospitalkondotty.com","+91-483271208",0,0,relief-hospital-and-trauma-centre-joint-replacement-centre-bypass-road-kondotty,https://medcasts.com/hospital-portal/portraits?hospital=relief-hospital-and-trauma-centre-joint-replacement-centre-bypass-road-kondotty
1050,"Kiran Hospital","Surat","India","","http://www.kiranhospital.com","",0,0,kiran-hospital,https://medcasts.com/hospital-portal/portraits?hospital=kiran-hospital
5439,"Gayathri Hospital, Bengaluru Urban","Bengaluru","India","","http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf","",0,0,gayathri-hospital-bengaluru-urban,https://medcasts.com/hospital-portal/portraits?hospital=gayathri-hospital-bengaluru-urban
4034,"Oberlausitz-Kliniken","Bautzen","Germany","info@oberlausitz-kliniken.de","http://www.oberlausitz-kliniken.de/","+49 3591 3630",0,0,oberlausitz-kliniken,https://medcasts.com/hospital-portal/portraits?hospital=oberlausitz-kliniken
8470,"Klinik Alpenblick","Isny im Allgäu","Germany","info@klinik-alpenblick.de","https://www.klinik-alpenblick.de/","+49 7562 71-1411",0,0,klinik-alpenblick,https://medcasts.com/hospital-portal/portraits?hospital=klinik-alpenblick
8481,"Sana HANSE-Klinikum Wismar","Wismar","Germany","wismar@sana.de","https://www.sana.de/wismar","+49 3841 330",0,0,sana-hanse-klinikum-wismar,https://medcasts.com/hospital-portal/portraits?hospital=sana-hanse-klinikum-wismar
5621,"New Life Hospital","Cuddalore","India","","drrkarthigayini.com","04142 221 567",0,0,new-life-hospital,https://medcasts.com/hospital-portal/portraits?hospital=new-life-hospital
5622,"A.R.R.Hospital","Cuddalore","India","","drarunprasathcardio.com","04142 231 108",0,0,a-r-r-hospital,https://medcasts.com/hospital-portal/portraits?hospital=a-r-r-hospital
5427,"Indira Gandhi Medical College and Research Institute","Puducherry","India","","https://igmcri.edu.in","0413-2277291",1,1,indira-gandhi-medical-college-and-research-institute,https://medcasts.com/hospital-portal/portraits?hospital=indira-gandhi-medical-college-and-research-institute
8484,"Sana Klinik München","München","Germany","info-skm@sana.de","https://www.sana.de/muenchen","+49 89 72403-0",0,0,sana-klinik-munchen,https://medcasts.com/hospital-portal/portraits?hospital=sana-klinik-munchen
8485,"Sana Krankenhaus Benrath","Düsseldorf","Germany","info@sana-duesseldorf.de","https://www.sana-benrath.de/","+49 211 99702",0,0,sana-krankenhaus-benrath,https://medcasts.com/hospital-portal/portraits?hospital=sana-krankenhaus-benrath
5631,"Eva Ortho & IVF Hospital","Ludhiana","India","","https://evahospital.in/","",0,0,eva-ortho-ivf-hospital,https://medcasts.com/hospital-portal/portraits?hospital=eva-ortho-ivf-hospital
5625,"Raj Medicity","Porompat","India","","https://www.rajmedicity.com/","",0,0,raj-medicity,https://medcasts.com/hospital-portal/portraits?hospital=raj-medicity
5444,"Shirdi Sai Hospital","Bengaluru","India","","http://shirdisaihospital.in/","",0,0,shirdi-sai-hospital,https://medcasts.com/hospital-portal/portraits?hospital=shirdi-sai-hospital
8486,"Fachklinik Klaus Störtebeker Ostseestrand","Loddin","Germany","","https://www.johannesbad-medizin.com","",0,0,fachklinik-klaus-stortebeker-ostseestrand,https://medcasts.com/hospital-portal/portraits?hospital=fachklinik-klaus-stortebeker-ostseestrand
217,"The Calcutta Homoeopathic Medical College & Hospital","Kolkata","India","","http://www.chmch.co.in","",0,0,the-calcutta-homoeopathic-medical-college-hospital,https://medcasts.com/hospital-portal/portraits?hospital=the-calcutta-homoeopathic-medical-college-hospital
5453,"Surya Sahyadri Hospital","Pune","India","","https://www.sahyadrihospital.com/","02024574232",0,0,surya-sahyadri-hospital,https://medcasts.com/hospital-portal/portraits?hospital=surya-sahyadri-hospital
5638,"Amar Maternity & Fertility Centre","Attingal","India","","https://amarfertility.com/","+91-9495962977",0,0,amar-maternity-fertility-centre,https://medcasts.com/hospital-portal/portraits?hospital=amar-maternity-fertility-centre
5640,"Indo-American Hospital","Vaikom","India","","https://www.indoamericanhospital.in/","+914829273281, 273282, 273283",0,0,indo-american-hospital,https://medcasts.com/hospital-portal/portraits?hospital=indo-american-hospital
8489,"Burjeel MHPC","Al Kasir","United Arab Emirates","info@marinahpc.com","http://www.marinahpc.com","",0,0,burjeel-mhpc,https://medcasts.com/hospital-portal/portraits?hospital=burjeel-mhpc
4143,"Christophsbad Göppingen","Göppingen","Germany","","http://www.christophsbad.de","",0,0,christophsbad-goppingen,https://medcasts.com/hospital-portal/portraits?hospital=christophsbad-goppingen
8496,"Medeor 24x7 Hospital","Dubai","United Arab Emirates","","https://www.medeor247dubai.com/","+97143500600",0,0,medeor-24x7-hospital,https://medcasts.com/hospital-portal/portraits?hospital=medeor-24x7-hospital
5445,"Sree Sudheendra Medical Mission Hospital","Ernakulam","India","","https://ssmmhospital.com/","",0,0,sree-sudheendra-medical-mission-hospital,https://medcasts.com/hospital-portal/portraits?hospital=sree-sudheendra-medical-mission-hospital
5449,"Ojjus Hospital","Noida","India","gammaknife@ojjus.org","http://www.ojjus.org/index-2.html","",0,0,ojjus-hospital,https://medcasts.com/hospital-portal/portraits?hospital=ojjus-hospital
8509,"BIOS CLINIC","Dubai","United Arab Emirates","","https://biosplasticsurgery.com/","+971 54 200 1270",0,0,bios-clinic,https://medcasts.com/hospital-portal/portraits?hospital=bios-clinic
